,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
4800,2015,RUS,BGD,REF,9.0,13.0,4.0
4802,2015,RUS,CHI,REF,5.0,5.0,0.0
4805,2015,RUS,CUB,REF,0.0,0.0,0.0
4807,2015,RUS,EST,REF,0.0,0.0,0.0
4810,2015,RUS,GAZ,REF,9.0,12.0,3.0
4811,2015,RUS,GEO,REF,537.0,344.0,-193.0
4815,2015,RUS,IRN,REF,7.0,9.0,2.0
4816,2015,RUS,IRQ,REF,13.0,13.0,0.0
4820,2015,RUS,KAZ,REF,5.0,5.0,0.0
4821,2015,RUS,KGZ,REF,38.0,51.0,13.0
4822,2015,RUS,KRN,REF,56.0,72.0,16.0
4823,2015,RUS,KUW,REF,0.0,0.0,0.0
4826,2015,RUS,LEB,REF,8.0,8.0,0.0
4829,2015,RUS,MDA,REF,11.0,24.0,13.0
4830,2015,RUS,MOZ,REF,0.0,0.0,0.0
4834,2015,RUS,RWA,REF,0.0,0.0,0.0
4835,2015,RUS,SOM,REF,0.0,0.0,0.0
4838,2015,RUS,SUD,REF,5.0,5.0,0.0
4839,2015,RUS,SYR,REF,1927.0,1304.0,-623.0
4840,2015,RUS,TAN,REF,0.0,0.0,0.0
4841,2015,RUS,TJK,REF,22.0,24.0,2.0
4842,2015,RUS,TKM,REF,10.0,12.0,2.0
4845,2015,RUS,UGA,REF,0.0,0.0,0.0
4846,2015,RUS,UKR,REF,231787.0,311407.0,79620.0
4847,2015,RUS,USA,REF,6.0,5.0,-1.0
4848,2015,RUS,UZB,REF,110.0,98.0,-12.0
4849,2015,RUS,VAR,REF,5.0,11.0,6.0
4852,2015,RWA,ANG,REF,6.0,5.0,-1.0
4853,2015,RWA,BDI,REF,388.0,70848.0,70460.0
4854,2015,RWA,CHD,REF,7.0,7.0,0.0
4855,2015,RWA,COD,REF,73400.0,73864.0,464.0
4865,2015,SAL,HON,REF,14.0,17.0,3.0
4869,2015,SAL,NIC,REF,9.0,9.0,0.0
4873,2015,SAU,CHI,REF,14.0,14.0,0.0
4874,2015,SAU,ERT,REF,376.0,31.0,-345.0
4876,2015,SAU,GAZ,REF,22.0,5.0,-17.0
4877,2015,SAU,IRQ,REF,32.0,29.0,-3.0
4878,2015,SAU,LBR,REF-like,27.0,7.0,-20.0
4880,2015,SAU,PAK,REF,0.0,0.0,0.0
4882,2015,SAU,SOM,REF,21.0,16.0,-5.0
4883,2015,SAU,SUD,REF,31.0,0.0,-31.0
4884,2015,SAU,SYR,REF,18.0,9.0,-9.0
4885,2015,SAU,TUN,REF,6.0,6.0,0.0
4888,2015,SEN,ALG,REF,9.0,9.0,0.0
4890,2015,SEN,BDI,REF,50.0,50.0,0.0
4892,2015,SEN,CHD,REF,16.0,17.0,1.0
4893,2015,SEN,CMR,REF,12.0,12.0,0.0
4894,2015,SEN,COB,REF,19.0,19.0,0.0
4895,2015,SEN,COD,REF,22.0,22.0,0.0
4898,2015,SEN,GAM,REF,36.0,69.0,33.0
4900,2015,SEN,GUI,REF,14.0,14.0,0.0
4901,2015,SEN,ICO,REF,48.0,45.0,-3.0
4902,2015,SEN,LBR,REF,61.0,61.0,0.0
4903,2015,SEN,MAU,REF,13699.0,13687.0,-12.0
4905,2015,SEN,NIG,REF,7.0,7.0,0.0
4906,2015,SEN,RWA,REF,274.0,274.0,0.0
4910,2015,SIN,CHI,REF,0.0,0.0,0.0
4912,2015,SIN,SYR,REF,0.0,0.0,0.0
4914,2015,SLE,ICO,REF,38.0,22.0,-16.0
4915,2015,SLE,LBR,REF,1326.0,730.0,-596.0
4916,2015,SLE,SUD,REF,7.0,8.0,1.0
4918,2015,SOM,BGD,REF,5.0,5.0,0.0
4920,2015,SOM,ERT,REF,33.0,33.0,0.0
4921,2015,SOM,ETH,REF,2606.0,2756.0,150.0
4924,2015,SOM,TAN,REF,68.0,70.0,2.0
4927,2015,SOM,YEM,REF,5.0,5183.0,5178.0
4928,2015,SPA,AFG,REF,144.0,144.0,0.0
4929,2015,SPA,ALB,REF,15.0,15.0,0.0
4930,2015,SPA,ALG,REF,38.0,38.0,0.0
4931,2015,SPA,ANG,REF,12.0,12.0,0.0
4932,2015,SPA,ARE,REF,16.0,16.0,0.0
4933,2015,SPA,ARM,REF,22.0,22.0,0.0
4934,2015,SPA,AZE,REF,38.0,38.0,0.0
4936,2015,SPA,BGD,REF,15.0,15.0,0.0
4939,2015,SPA,BLR,REF,14.0,14.0,0.0
4940,2015,SPA,BOL,REF,7.0,7.0,0.0
4944,2015,SPA,CHI,REF,16.0,16.0,0.0
4945,2015,SPA,CMR,REF,25.0,25.0,0.0
4946,2015,SPA,COB,REF,10.0,10.0,0.0
4947,2015,SPA,COD,REF,86.0,86.0,0.0
4948,2015,SPA,COL,REF,364.0,364.0,0.0
4949,2015,SPA,CUB,REF,946.0,946.0,0.0
4951,2015,SPA,EGU,REF,78.0,78.0,0.0
4952,2015,SPA,ERT,REF,48.0,48.0,0.0
4953,2015,SPA,ETH,REF,71.0,71.0,0.0
4955,2015,SPA,GAM,REF,8.0,8.0,0.0
4956,2015,SPA,GAZ,REF,458.0,458.0,0.0
4957,2015,SPA,GEO,REF,13.0,13.0,0.0
4959,2015,SPA,GUA,REF,12.0,12.0,0.0
4960,2015,SPA,GUI,REF,5.0,5.0,0.0
4961,2015,SPA,HAI,REF,21.0,21.0,0.0
4962,2015,SPA,HON,REF,25.0,25.0,0.0
4963,2015,SPA,ICO,REF,262.0,262.0,0.0
4965,2015,SPA,IRN,REF,70.0,70.0,0.0
4966,2015,SPA,IRQ,REF,190.0,190.0,0.0
4968,2015,SPA,JOR,REF,23.0,23.0,0.0
4969,2015,SPA,KAZ,REF,11.0,11.0,0.0
4972,2015,SPA,LBR,REF,7.0,7.0,0.0
4975,2015,SPA,LKA,REF,91.0,91.0,0.0
4978,2015,SPA,MEX,REF,11.0,11.0,0.0
4980,2015,SPA,MOR,REF,40.0,40.0,0.0
4984,2015,SPA,NEP,REF,6.0,6.0,0.0
4985,2015,SPA,NIC,REF,11.0,11.0,0.0
4986,2015,SPA,NIG,REF,15.0,15.0,0.0
4987,2015,SPA,PAK,REF,228.0,228.0,0.0
4990,2015,SPA,RUS,REF,177.0,177.0,0.0
4991,2015,SPA,RWA,REF,13.0,13.0,0.0
4993,2015,SPA,SEN,REF,5.0,5.0,0.0
4994,2015,SPA,SLE,REF,18.0,18.0,0.0
4995,2015,SPA,SOM,REF,374.0,374.0,0.0
4996,2015,SPA,SRB,REF,12.0,12.0,0.0
4998,2015,SPA,STA,REF,105.0,105.0,0.0
4999,2015,SPA,SUD,REF,49.0,49.0,0.0
5000,2015,SPA,SYR,REF,1336.0,1336.0,0.0
5001,2015,SPA,TOG,REF,15.0,15.0,0.0
5003,2015,SPA,TUR,REF,6.0,6.0,0.0
5005,2015,SPA,UZB,REF,9.0,9.0,0.0
5006,2015,SPA,VAR,REF,86.0,86.0,0.0
5007,2015,SPA,VEN,REF,45.0,45.0,0.0
5008,2015,SPA,WSH,REF,10.0,10.0,0.0
5009,2015,SPA,YEM,REF,5.0,5.0,0.0
5011,2015,SRB,ARE,REF,0.0,0.0,0.0
5012,2015,SRB,BSN,REF,11323.0,9287.0,-2036.0
5013,2015,SRB,CMR,REF,0.0,0.0,0.0
5014,2015,SRB,COB,REF,0.0,0.0,0.0
5017,2015,SRB,HRV,REF,32372.0,25962.0,-6410.0
5024,2015,SRB,SYR,REF,5.0,11.0,6.0
5026,2015,SRB,TUR,REF,0.0,0.0,0.0
5028,2015,SSD,ARE,REF,0.0,0.0,0.0
5029,2015,SSD,BDI,REF,0.0,0.0,0.0
5030,2015,SSD,CAR,REF,2040.0,1882.0,-158.0
5031,2015,SSD,COD,REF,15485.0,15916.0,431.0
5032,2015,SSD,ERT,REF,0.0,12.0,12.0
5033,2015,SSD,ETH,REF,4900.0,4200.0,-700.0
5034,2015,SSD,KEN,REF,0.0,0.0,0.0
5035,2015,SSD,RWA,REF,0.0,0.0,0.0
5037,2015,SSD,SUD,REF,225727.0,241002.0,15275.0
5039,2015,SSD,UGA,REF,0.0,0.0,0.0
5043,2015,SUD,ARE,REF,10.0,24.0,14.0
5044,2015,SUD,ARM,REF,5.0,5.0,0.0
5046,2015,SUD,CAR,REF,4113.0,1439.0,-2674.0
5047,2015,SUD,CAR,REF-like,0.0,0.0,0.0
5048,2015,SUD,CHD,REF-like,33403.0,0.0,-33403.0
5049,2015,SUD,CHD,REF,8931.0,8894.0,-37.0
5050,2015,SUD,COB,REF,0.0,0.0,0.0
5051,2015,SUD,COD,REF,61.0,64.0,3.0
5052,2015,SUD,ERT,REF,109196.0,98676.0,-10520.0
5053,2015,SUD,ETH,REF,5495.0,3194.0,-2301.0
5055,2015,SUD,GAZ,REF,43.0,59.0,16.0
5057,2015,SUD,IRQ,REF,16.0,16.0,0.0
5059,2015,SUD,LBR,REF,0.0,0.0,0.0
5061,2015,SUD,SOM,REF,181.0,147.0,-34.0
5062,2015,SUD,SSD,REF,115451.0,194404.0,78953.0
5063,2015,SUD,SYR,REF,797.0,2692.0,1895.0
5067,2015,SUD,VAR,REF,116.0,0.0,-116.0
5071,2015,SVK,AFG,REF,278.0,280.0,2.0
5075,2015,SVK,ARM,REF,10.0,10.0,0.0
5081,2015,SVK,CHI,REF,5.0,5.0,0.0
5082,2015,SVK,CMR,REF,6.0,6.0,0.0
5084,2015,SVK,COD,REF,9.0,8.0,-1.0
5085,2015,SVK,CUB,REF,32.0,33.0,1.0
5086,2015,SVK,ERT,REF,22.0,6.0,-16.0
5087,2015,SVK,GAZ,REF,9.0,9.0,0.0
5089,2015,SVK,IRN,REF,36.0,36.0,0.0
5090,2015,SVK,IRQ,REF,101.0,110.0,9.0
5093,2015,SVK,LBY,REF,6.0,7.0,1.0
5099,2015,SVK,SOM,REF,185.0,188.0,3.0
5102,2015,SVK,STA,REF,7.0,7.0,0.0
5104,2015,SVK,SYR,REF,40.0,47.0,7.0
5107,2015,SVK,UKR,REF,17.0,18.0,1.0
5110,2015,SVN,AFG,REF,23.0,22.0,-1.0
5112,2015,SVN,BSN,REF,11.0,8.0,-3.0
5114,2015,SVN,COD,REF,6.0,8.0,2.0
5115,2015,SVN,ERT,REF,5.0,5.0,0.0
5118,2015,SVN,IRN,REF,25.0,45.0,20.0
5120,2015,SVN,KAZ,REF,17.0,14.0,-3.0
5125,2015,SVN,RUS,REF,12.0,13.0,1.0
5127,2015,SVN,SOM,REF,41.0,48.0,7.0
5128,2015,SVN,SRB,REF,65.0,65.0,0.0
5129,2015,SVN,SUD,REF,6.0,6.0,0.0
5130,2015,SVN,SYR,REF,20.0,30.0,10.0
5136,2015,SWA,ANG,REF,8.0,9.0,1.0
5137,2015,SWA,BDI,REF,113.0,144.0,31.0
5138,2015,SWA,BUL,REF,0.0,0.0,0.0
5140,2015,SWA,COD,REF,232.0,320.0,88.0
5149,2015,SWA,RSA,REF,0.0,0.0,0.0
5150,2015,SWA,RWA,REF,106.0,136.0,30.0
5151,2015,SWA,SOM,REF,25.0,52.0,27.0
5153,2015,SWA,UGA,REF,5.0,6.0,1.0
5154,2015,SWA,ZIM,REF,7.0,7.0,0.0
5155,2015,SWE,AFG,REF,12090.0,13064.0,974.0
5156,2015,SWE,ALB,REF,289.0,297.0,8.0
5157,2015,SWE,ALG,REF,74.0,61.0,-13.0
5158,2015,SWE,ANG,REF,70.0,68.0,-2.0
5159,2015,SWE,ARE,REF,228.0,274.0,46.0
5161,2015,SWE,ARM,REF,573.0,559.0,-14.0
5163,2015,SWE,AZE,REF,856.0,783.0,-73.0
5164,2015,SWE,BAH,REF,14.0,14.0,0.0
5165,2015,SWE,BDI,REF,830.0,436.0,-394.0
5166,2015,SWE,BEL,REF,13.0,8.0,-5.0
5167,2015,SWE,BEN,REF,5.0,5.0,0.0
5168,2015,SWE,BGD,REF,250.0,228.0,-22.0
5169,2015,SWE,BHU,REF,9.0,9.0,0.0
5171,2015,SWE,BLR,REF,177.0,166.0,-11.0
5172,2015,SWE,BOL,REF,70.0,70.0,0.0
5173,2015,SWE,BRA,REF,7.0,8.0,1.0
5174,2015,SWE,BSN,REF,360.0,261.0,-99.0
5175,2015,SWE,BUL,REF,23.0,22.0,-1.0
5176,2015,SWE,CAM,REF,5.0,5.0,0.0
5179,2015,SWE,CHD,REF,6.0,10.0,4.0
5180,2015,SWE,CHI,REF,272.0,262.0,-10.0
5181,2015,SWE,CHL,REF,31.0,24.0,-7.0
5182,2015,SWE,CMR,REF,137.0,142.0,5.0
5183,2015,SWE,COB,REF,65.0,56.0,-9.0
5184,2015,SWE,COD,REF,328.0,309.0,-19.0
5186,2015,SWE,COL,REF,41.0,31.0,-10.0
5187,2015,SWE,CUB,REF,84.0,77.0,-7.0
5190,2015,SWE,DJB,REF,8.0,9.0,1.0
5192,2015,SWE,ECU,REF,18.0,14.0,-4.0
5194,2015,SWE,ERT,REF,14107.0,20203.0,6096.0
5196,2015,SWE,ETH,REF,749.0,901.0,152.0
5198,2015,SWE,GAM,REF,99.0,108.0,9.0
5199,2015,SWE,GAZ,REF,7.0,323.0,316.0
5200,2015,SWE,GBR,REF,6.0,6.0,0.0
5201,2015,SWE,GEO,REF,161.0,153.0,-8.0
5202,2015,SWE,GFR,REF,6.0,6.0,0.0
5203,2015,SWE,GHA,REF,41.0,43.0,2.0
5204,2015,SWE,GNB,REF,7.0,7.0,0.0
5205,2015,SWE,GRE,REF,9.0,13.0,4.0
5206,2015,SWE,GUA,REF,9.0,9.0,0.0
5207,2015,SWE,GUI,REF,71.0,73.0,2.0
5209,2015,SWE,HON,REF,10.0,9.0,-1.0
5210,2015,SWE,HRV,REF,22.0,10.0,-12.0
5212,2015,SWE,ICO,REF,80.0,71.0,-9.0
5213,2015,SWE,IND,REF,51.0,42.0,-9.0
5214,2015,SWE,INS,REF,6.0,5.0,-1.0
5215,2015,SWE,IRN,REF,4152.0,23886.0,19734.0
5216,2015,SWE,IRQ,REF,24184.0,4232.0,-19952.0
5217,2015,SWE,ISR,REF,36.0,35.0,-1.0
5220,2015,SWE,JOR,REF,381.0,388.0,7.0
5221,2015,SWE,KAZ,REF,308.0,294.0,-14.0
5222,2015,SWE,KEN,REF,85.0,83.0,-2.0
5223,2015,SWE,KGZ,REF,227.0,184.0,-43.0
5225,2015,SWE,KOR,REF,10.0,6.0,-4.0
5226,2015,SWE,KRN,REF,9.0,6.0,-3.0
5227,2015,SWE,KUW,REF,22.0,19.0,-3.0
5229,2015,SWE,LBR,REF,27.0,22.0,-5.0
5230,2015,SWE,LBY,REF,408.0,375.0,-33.0
5231,2015,SWE,LEB,REF,511.0,532.0,21.0
5232,2015,SWE,LKA,REF,49.0,49.0,0.0
5234,2015,SWE,LVA,REF,8.0,8.0,0.0
5235,2015,SWE,MAU,REF,13.0,13.0,0.0
5236,2015,SWE,MCD,REF,95.0,12.0,-83.0
5239,2015,SWE,MLI,REF,23.0,23.0,0.0
5242,2015,SWE,MNE,REF,62.0,62.0,0.0
5243,2015,SWE,MNG,REF,240.0,283.0,43.0
5244,2015,SWE,MOR,REF,148.0,170.0,22.0
5245,2015,SWE,MYA,REF,32.0,26.0,-6.0
5247,2015,SWE,NEP,REF,21.0,19.0,-2.0
5250,2015,SWE,NIC,REF,6.0,6.0,0.0
5251,2015,SWE,NIG,REF,365.0,398.0,33.0
5254,2015,SWE,PAK,REF,305.0,322.0,17.0
5256,2015,SWE,PER,REF,27.0,15.0,-12.0
5257,2015,SWE,PHI,REF,30.0,15.0,-15.0
5259,2015,SWE,ROM,REF,70.0,70.0,0.0
5261,2015,SWE,RUS,REF,2014.0,2003.0,-11.0
5262,2015,SWE,RWA,REF,40.0,38.0,-2.0
5263,2015,SWE,SAL,REF,45.0,59.0,14.0
5264,2015,SWE,SAU,REF,13.0,29.0,16.0
5265,2015,SWE,SEN,REF,27.0,31.0,4.0
5267,2015,SWE,SLE,REF,66.0,64.0,-2.0
5268,2015,SWE,SOM,REF,21189.0,21501.0,312.0
5270,2015,SWE,SRB,REF,3082.0,2390.0,-692.0
5271,2015,SWE,SRV,REF,78.0,76.0,-2.0
5273,2015,SWE,STA,REF,12476.0,15410.0,2934.0
5274,2015,SWE,SUD,REF,417.0,474.0,57.0
5275,2015,SWE,SVK,REF,8.0,7.0,-1.0
5278,2015,SWE,SYR,REF,34285.0,52707.0,18422.0
5279,2015,SWE,TAN,REF,24.0,28.0,4.0
5280,2015,SWE,THA,REF,14.0,72.0,58.0
5281,2015,SWE,TJK,REF,47.0,50.0,3.0
5282,2015,SWE,TKM,REF,47.0,30.0,-17.0
5283,2015,SWE,TOG,REF,17.0,14.0,-3.0
5284,2015,SWE,TUN,REF,46.0,41.0,-5.0
5285,2015,SWE,TUR,REF,395.0,341.0,-54.0
5287,2015,SWE,UGA,REF,522.0,578.0,56.0
5288,2015,SWE,UKR,REF,114.0,133.0,19.0
5290,2015,SWE,USA,REF,15.0,21.0,6.0
5291,2015,SWE,UZB,REF,1481.0,998.0,-483.0
5292,2015,SWE,VAR,REF,866.0,904.0,38.0
5294,2015,SWE,YEM,REF,536.0,610.0,74.0
5295,2015,SWE,ZAM,REF,7.0,9.0,2.0
5296,2015,SWE,ZIM,REF,41.0,31.0,-10.0
5297,2015,SWI,AFG,REF,4119.0,4686.0,567.0
5298,2015,SWI,ALB,REF,47.0,64.0,17.0
5299,2015,SWI,ALG,REF,166.0,158.0,-8.0
5300,2015,SWI,ANG,REF,975.0,918.0,-57.0
5301,2015,SWI,ARE,REF,64.0,86.0,22.0
5303,2015,SWI,ARM,REF,108.0,120.0,12.0
5306,2015,SWI,AZE,REF,74.0,79.0,5.0
5308,2015,SWI,BDI,REF,66.0,67.0,1.0
5310,2015,SWI,BEN,REF,26.0,28.0,2.0
5311,2015,SWI,BGD,REF,54.0,56.0,2.0
5313,2015,SWI,BKF,REF,7.0,17.0,10.0
5314,2015,SWI,BLR,REF,33.0,40.0,7.0
5317,2015,SWI,BRA,REF,9.0,11.0,2.0
5319,2015,SWI,BSN,REF,2460.0,2274.0,-186.0
5320,2015,SWI,BUL,REF,11.0,11.0,0.0
5321,2015,SWI,CAM,REF,356.0,342.0,-14.0
5323,2015,SWI,CAR,REF,9.0,11.0,2.0
5324,2015,SWI,CHD,REF,48.0,50.0,2.0
5325,2015,SWI,CHI,REF,3344.0,3022.0,-322.0
5326,2015,SWI,CHL,REF,11.0,10.0,-1.0
5327,2015,SWI,CMR,REF,197.0,215.0,18.0
5328,2015,SWI,COB,REF,75.0,71.0,-4.0
5329,2015,SWI,COD,REF,1337.0,1346.0,9.0
5331,2015,SWI,COL,REF,302.0,274.0,-28.0
5333,2015,SWI,CUB,REF,40.0,42.0,2.0
5336,2015,SWI,CZE,REF,8.0,6.0,-2.0
5337,2015,SWI,DJB,REF,5.0,8.0,3.0
5339,2015,SWI,ECU,REF,10.0,11.0,1.0
5341,2015,SWI,ERT,REF,16091.0,21000.0,4909.0
5343,2015,SWI,ETH,REF,845.0,1019.0,174.0
5348,2015,SWI,GAM,REF,50.0,50.0,0.0
5349,2015,SWI,GAZ,REF,18.0,0.0,-18.0
5351,2015,SWI,GEO,REF,87.0,100.0,13.0
5353,2015,SWI,GHA,REF,11.0,15.0,4.0
5354,2015,SWI,GNB,REF,44.0,54.0,10.0
5357,2015,SWI,GUI,REF,111.0,125.0,14.0
5360,2015,SWI,HRV,REF,46.0,43.0,-3.0
5361,2015,SWI,HUN,REF,9.0,9.0,0.0
5362,2015,SWI,ICO,REF,151.0,178.0,27.0
5363,2015,SWI,IND,REF,50.0,47.0,-3.0
5365,2015,SWI,IRN,REF,1486.0,1604.0,118.0
5366,2015,SWI,IRQ,REF,3751.0,3501.0,-250.0
5368,2015,SWI,ITA,REF,7.0,6.0,-1.0
5370,2015,SWI,JOR,REF,31.0,44.0,13.0
5372,2015,SWI,KAZ,REF,14.0,12.0,-2.0
5373,2015,SWI,KEN,REF,45.0,42.0,-3.0
5374,2015,SWI,KGZ,REF,25.0,23.0,-2.0
5378,2015,SWI,LAO,REF,143.0,136.0,-7.0
5379,2015,SWI,LBR,REF,48.0,49.0,1.0
5380,2015,SWI,LBY,REF,216.0,250.0,34.0
5381,2015,SWI,LEB,REF,41.0,44.0,3.0
5382,2015,SWI,LKA,REF,3731.0,4989.0,1258.0
5386,2015,SWI,MAU,REF,5.0,5.0,0.0
5387,2015,SWI,MCD,REF,181.0,184.0,3.0
5388,2015,SWI,MDA,REF,13.0,14.0,1.0
5391,2015,SWI,MLI,REF,15.0,18.0,3.0
5394,2015,SWI,MNE,REF,33.0,43.0,10.0
5395,2015,SWI,MNG,REF,77.0,86.0,9.0
5396,2015,SWI,MOR,REF,33.0,38.0,5.0
5399,2015,SWI,MYA,REF,52.0,53.0,1.0
5401,2015,SWI,NEP,REF,16.0,18.0,2.0
5403,2015,SWI,NGR,REF,10.0,10.0,0.0
5405,2015,SWI,NIG,REF,142.0,179.0,37.0
5406,2015,SWI,PAK,REF,104.0,112.0,8.0
5408,2015,SWI,PER,REF,9.0,9.0,0.0
5409,2015,SWI,PHI,REF,6.0,6.0,0.0
5413,2015,SWI,ROM,REF,25.0,22.0,-3.0
5415,2015,SWI,RUS,REF,676.0,710.0,34.0
5416,2015,SWI,RWA,REF,163.0,164.0,1.0
5419,2015,SWI,SEN,REF,24.0,31.0,7.0
5421,2015,SWI,SLE,REF,37.0,41.0,4.0
5423,2015,SWI,SOM,REF,4279.0,4334.0,55.0
5425,2015,SWI,SRB,REF,3380.0,3158.0,-222.0
5426,2015,SWI,SRV,REF,1203.0,1130.0,-73.0
5428,2015,SWI,STA,REF,10.0,400.0,390.0
5430,2015,SWI,SUD,REF,200.0,205.0,5.0
5436,2015,SWI,SYR,REF,5161.0,8695.0,3534.0
5437,2015,SWI,TAN,REF,16.0,15.0,-1.0
5441,2015,SWI,TOG,REF,744.0,742.0,-2.0
5442,2015,SWI,TUN,REF,312.0,294.0,-18.0
5443,2015,SWI,TUR,REF,3618.0,3544.0,-74.0
5444,2015,SWI,UGA,REF,30.0,35.0,5.0
5445,2015,SWI,UKR,REF,17.0,16.0,-1.0
5448,2015,SWI,UZB,REF,56.0,54.0,-2.0
5449,2015,SWI,VAR,REF,565.0,1173.0,608.0
5452,2015,SWI,WSH,REF,7.0,7.0,0.0
5453,2015,SWI,YEM,REF,300.0,323.0,23.0
5455,2015,SWI,ZIM,REF,14.0,18.0,4.0
5457,2015,SYR,AFG,REF,1214.0,1213.0,-1.0
5458,2015,SYR,ALG,REF,9.0,8.0,-1.0
5459,2015,SYR,ARE,REF,18.0,27.0,9.0
5462,2015,SYR,BKF,REF,6.0,5.0,-1.0
5463,2015,SYR,BUL,REF,0.0,0.0,0.0
5464,2015,SYR,CHD,REF,6.0,7.0,1.0
5466,2015,SYR,COD,REF,0.0,0.0,0.0
5467,2015,SYR,ERT,REF,34.0,28.0,-6.0
5468,2015,SYR,ETH,REF,16.0,18.0,2.0
5470,2015,SYR,GUI,REF,29.0,34.0,5.0
5472,2015,SYR,IND,REF,0.0,0.0,0.0
5473,2015,SYR,IRN,REF,37.0,38.0,1.0
5474,2015,SYR,IRQ,REF,146200.0,18253.0,-127947.0
5475,2015,SYR,JOR,REF,23.0,25.0,2.0
5476,2015,SYR,KEN,REF,0.0,0.0,0.0
5477,2015,SYR,KUW,REF,6.0,5.0,-1.0
5478,2015,SYR,LBY,REF,5.0,5.0,0.0
5479,2015,SYR,LEB,REF,22.0,26.0,4.0
5480,2015,SYR,MAU,REF,0.0,0.0,0.0
5481,2015,SYR,MLI,REF,0.0,0.0,0.0
5482,2015,SYR,MOR,REF,7.0,6.0,-1.0
5483,2015,SYR,NET,REF,0.0,0.0,0.0
5484,2015,SYR,PAK,REF,38.0,66.0,28.0
5486,2015,SYR,SAU,REF,5.0,6.0,1.0
5487,2015,SYR,SLE,REF,0.0,0.0,0.0
5488,2015,SYR,SOM,REF,630.0,490.0,-140.0
5489,2015,SYR,SSD,REF,79.0,79.0,0.0
5491,2015,SYR,SUD,REF,653.0,699.0,46.0
5493,2015,SYR,TUN,REF,6.0,6.0,0.0
5494,2015,SYR,TUR,REF,5.0,6.0,1.0
5495,2015,SYR,UZB,REF,0.0,0.0,0.0
5496,2015,SYR,YEM,REF,59.0,52.0,-7.0
5497,2015,TAN,BDI,REF,34313.0,155755.0,121442.0
5498,2015,TAN,COD,REF,53881.0,55803.0,1922.0
5499,2015,TAN,SOM,REF,150.0,150.0,0.0
5500,2015,TAN,VAR,REF,148.0,137.0,-11.0
5503,2015,THA,AFG,REF,8.0,16.0,8.0
5505,2015,THA,CAM,REF,65.0,82.0,17.0
5506,2015,THA,CHI,REF,76.0,112.0,36.0
5507,2015,THA,COD,REF,20.0,23.0,3.0
5510,2015,THA,GAZ,REF,269.0,409.0,140.0
5512,2015,THA,ICO,REF,20.0,19.0,-1.0
5513,2015,THA,IRN,REF,37.0,31.0,-6.0
5514,2015,THA,IRQ,REF,58.0,75.0,17.0
5519,2015,THA,LKA,REF,159.0,152.0,-7.0
5521,2015,THA,MYA,REF,73762.0,53233.0,-20529.0
5522,2015,THA,MYA,REF-like,55101.0,53116.0,-1985.0
5523,2015,THA,NEP,REF,12.0,11.0,-1.0
5525,2015,THA,PAK,REF,362.0,554.0,192.0
5528,2015,THA,SOM,REF,72.0,81.0,9.0
5529,2015,THA,SRV,REF,99.0,201.0,102.0
5532,2015,THA,SYR,REF,82.0,95.0,13.0
5534,2015,THA,TOG,REF,5.0,5.0,0.0
5535,2015,THA,TUR,REF,0.0,0.0,0.0
5541,2015,TJK,AFG,REF,1975.0,1950.0,-25.0
5544,2015,TJK,KGZ,REF,36.0,0.0,-36.0
5545,2015,TJK,PAK,REF,6.0,8.0,2.0
5548,2015,TKM,AFG,REF,19.0,18.0,-1.0
5549,2015,TKM,ARM,REF,0.0,0.0,0.0
5550,2015,TKM,AZE,REF,15.0,7.0,-8.0
5553,2015,TOG,BEN,REF,0.0,0.0,0.0
5554,2015,TOG,CAR,REF,337.0,476.0,139.0
5555,2015,TOG,CHD,REF,20.0,19.0,-1.0
5556,2015,TOG,COB,REF,42.0,34.0,-8.0
5557,2015,TOG,COD,REF,101.0,109.0,8.0
5558,2015,TOG,GHA,REF,18444.0,18476.0,32.0
5559,2015,TOG,ICO,REF,2558.0,2516.0,-42.0
5560,2015,TOG,IRQ,REF,5.0,5.0,0.0
5564,2015,TOG,MLI,REF,39.0,85.0,46.0
5565,2015,TOG,NIG,REF,8.0,8.0,0.0
5566,2015,TOG,RWA,REF,214.0,211.0,-3.0
5574,2015,TRT,BGD,REF,8.0,10.0,2.0
5576,2015,TRT,COD,REF,0.0,0.0,0.0
5577,2015,TRT,COL,REF,8.0,12.0,4.0
5578,2015,TRT,CUB,REF,36.0,41.0,5.0
5584,2015,TRT,KEN,REF,0.0,0.0,0.0
5587,2015,TRT,MEX,REF,6.0,6.0,0.0
5591,2015,TRT,SYR,REF,8.0,22.0,14.0
5593,2015,TUN,ALG,REF,15.0,13.0,-2.0
5594,2015,TUN,ARE,REF,0.0,0.0,0.0
5602,2015,TUN,ERT,REF,43.0,9.0,-34.0
5603,2015,TUN,ETH,REF,19.0,5.0,-14.0
5605,2015,TUN,GAZ,REF,42.0,35.0,-7.0
5606,2015,TUN,GUI,REF,0.0,0.0,0.0
5610,2015,TUN,IRQ,REF,17.0,13.0,-4.0
5616,2015,TUN,POL,REF,0.0,0.0,0.0
5617,2015,TUN,RWA,REF,6.0,6.0,0.0
5619,2015,TUN,SOM,REF,81.0,13.0,-68.0
5620,2015,TUN,SUD,REF,84.0,51.0,-33.0
5621,2015,TUN,SYR,REF,558.0,499.0,-59.0
5623,2015,TUR,AFG,REF,4188.0,3846.0,-342.0
5625,2015,TUR,ARE,REF,22.0,30.0,8.0
